City,Year,Month,Predicted Precipitation (mm)
Керч,2025,1,64.04339999999968
Керч,2025,2,64.09199999999969
Керч,2025,3,41.05699999999983
Керч,2025,4,78.25930000000008
Керч,2025,5,86.74140000000041
Керч,2025,6,149.56037000000023
Керч,2025,7,117.99077000000032
Керч,2025,8,77.8074000000001
Керч,2025,9,34.67969999999973
Керч,2025,10,62.2941999999997
Керч,2025,11,64.80459999999965
Керч,2025,12,64.76429999999965
Кирилівка,2025,1,93.41460000000043
Кирилівка,2025,2,92.93100000000042
Кирилівка,2025,3,23.040599999999962
Кирилівка,2025,4,104.0997000000005
Кирилівка,2025,5,88.33854000000008
Кирилівка,2025,6,130.5827399999997
Кирилівка,2025,7,109.2443999999999
Кирилівка,2025,8,103.36390000000046
Кирилівка,2025,9,63.63319999999965
Кирилівка,2025,10,91.0850000000004
Кирилівка,2025,11,93.46450000000044
Кирилівка,2025,12,93.32150000000043
Київ,2025,1,94.02120000000049
Київ,2025,2,93.8684000000005
Київ,2025,3,37.7974
Київ,2025,4,107.07030000000063
Київ,2025,5,82.19191999999995
Київ,2025,6,143.38345999999964
Київ,2025,7,112.29877999999974
Київ,2025,8,106.06890000000064
Київ,2025,9,83.96389999999953
Київ,2025,10,91.5001000000005
Київ,2025,11,94.03810000000051
Київ,2025,12,93.9873000000005
Клепиніне,2025,1,81.47630000000008
Клепиніне,2025,2,81.30790000000005
Клепиніне,2025,3,46.691900000000075
Клепиніне,2025,4,96.38700000000038
Клепиніне,2025,5,85.56428000000028
Клепиніне,2025,6,145.74641999999972
Клепиніне,2025,7,115.23468000000008
Клепиніне,2025,8,95.26230000000048
Клепиніне,2025,9,65.3246000000001
Клепиніне,2025,10,78.44910000000007
Клепиніне,2025,11,81.12750000000005
Клепиніне,2025,12,81.08330000000007
Кобеляки,2025,1,92.67670000000035
Кобеляки,2025,2,92.49110000000034
Кобеляки,2025,3,26.50170000000001
Кобеляки,2025,4,104.60160000000042
Кобеляки,2025,5,77.14774000000011
Кобеляки,2025,6,124.08983999999978
Кобеляки,2025,7,98.85482000000002
Кобеляки,2025,8,104.02330000000039
Кобеляки,2025,9,67.78890000000001
Кобеляки,2025,10,90.46410000000034
Кобеляки,2025,11,92.72110000000038
Кобеляки,2025,12,92.56960000000034
Ковель,2025,1,94.96810000000038
Ковель,2025,2,94.68150000000037
Ковель,2025,3,34.70009999999992
Ковель,2025,4,101.52700000000048
Ковель,2025,5,90.12306000000014
Ковель,2025,6,131.15417999999985
Ковель,2025,7,109.57782
Ковель,2025,8,101.34360000000044
Ковель,2025,9,96.29709999999986
Ковель,2025,10,94.25130000000038
Ковель,2025,11,95.32360000000038
Ковель,2025,12,95.01250000000036
Коломак,2025,1,98.00266666666693
Коломак,2025,2,97.59696666666689
Коломак,2025,3,0.16549999999999998
Коломак,2025,4,97.29496666666697
Коломак,2025,5,82.1634000000004
Коломак,2025,6,127.06250000000006
Коломак,2025,7,102.98500000000035
Коломак,2025,8,96.96066666666701
Коломак,2025,9,61.00679999999985
Коломак,2025,10,97.13376666666692
Коломак,2025,11,98.22166666666692
Коломак,2025,12,98.21146666666692
Коломия,2025,1,91.62690000000028
Коломия,2025,2,91.30970000000023
Коломия,2025,3,31.25079999999986
Коломия,2025,4,97.99750000000051
Коломия,2025,5,113.46840000000024
Коломия,2025,6,163.42274000000006
Коломия,2025,7,137.5576800000001
Коломия,2025,8,97.83210000000051
Коломия,2025,9,91.2950000000002
Коломия,2025,10,90.66780000000026
Коломия,2025,11,91.90650000000028
Коломия,2025,12,91.57690000000026
Комісарівка,2025,1,91.60950000000037
Комісарівка,2025,2,91.17680000000036
Комісарівка,2025,3,24.56559999999997
Комісарівка,2025,4,100.14170000000045
Комісарівка,2025,5,97.9027600000002
Комісарівка,2025,6,137.13687999999993
Комісарівка,2025,7,116.33432000000006
Комісарівка,2025,8,99.57130000000042
Комісарівка,2025,9,84.39160000000005
Комісарівка,2025,10,89.69490000000037
Комісарівка,2025,11,91.70120000000037
Комісарівка,2025,12,91.51290000000037
Конотоп,2025,1,98.19190000000025
Конотоп,2025,2,97.93480000000025
Конотоп,2025,3,26.88150000000021
Конотоп,2025,4,108.99090000000041
Конотоп,2025,5,96.32500000000009
Конотоп,2025,6,136.1572199999999
Конотоп,2025,7,115.14106000000001
Конотоп,2025,8,108.75350000000036
Конотоп,2025,9,97.21330000000006
Конотоп,2025,10,97.45750000000025
Конотоп,2025,11,98.45140000000028
Конотоп,2025,12,98.20230000000026
Коростень,2025,1,0.0772
Коростень,2025,2,0.23879999999999996
Коростень,2025,3,0.08639999999999999
Коростень,2025,4,0.3166000000000004
Коростень,2025,5,91.99542000000064
Коростень,2025,6,128.57334000000037
Коростень,2025,7,109.79712000000053
Коростень,2025,8,9.035500000000036
Коростень,2025,9,49.26795000000006
Коростень,2025,10,8.302600000000005
Коростень,2025,11,0.0772
Коростень,2025,12,0.0772
Красноград,2025,1,94.82290000000046
Красноград,2025,2,94.62370000000044
Красноград,2025,3,34.47349999999987
Красноград,2025,4,104.83420000000045
Красноград,2025,5,85.89706000000025
Красноград,2025,6,128.03705999999994
Красноград,2025,7,106.25184000000009
Красноград,2025,8,104.05340000000042
Красноград,2025,9,73.27949999999979
Красноград,2025,10,92.95040000000047
Красноград,2025,11,94.91490000000047
Красноград,2025,12,94.74300000000045
Крем’янець,2025,1,94.93050000000032
Крем’янець,2025,2,94.70780000000032
Крем’янець,2025,3,46.426200000000385
Крем’янець,2025,4,104.92500000000044
Крем’янець,2025,5,76.05974000000023
Крем’янець,2025,6,125.21923999999989
Крем’янець,2025,7,99.23714000000007
Крем’янець,2025,8,104.45730000000043
Крем’янець,2025,9,77.7666999999999
Крем’янець,2025,10,92.97470000000031
Крем’янець,2025,11,94.99890000000035
Крем’янець,2025,12,94.88040000000034
Кривий Ріг,2025,1,90.85910000000028
Кривий Ріг,2025,2,90.80020000000029
Кривий Ріг,2025,3,28.252900000000015
Кривий Ріг,2025,4,102.7761000000005
Кривий Ріг,2025,5,72.39654000000012
Кривий Ріг,2025,6,133.62468999999967
Кривий Ріг,2025,7,102.36436999999992
Кривий Ріг,2025,8,101.51240000000047
Кривий Ріг,2025,9,48.53170000000013
Кривий Ріг,2025,10,88.46240000000024
Кривий Ріг,2025,11,90.8642000000003
Кривий Ріг,2025,12,90.7783000000003
Кропивницький,2025,1,89.06680000000028
Кропивницький,2025,2,88.8872000000003
Кропивницький,2025,3,27.89920000000007
Кропивницький,2025,4,105.29300000000039
Кропивницький,2025,5,81.51957999999986
Кропивницький,2025,6,142.79236999999972
Кропивницький,2025,7,111.35200999999977
Кропивницький,2025,8,104.6063000000004
Кропивницький,2025,9,61.80530000000008
Кропивницький,2025,10,86.9162000000003
Кропивницький,2025,11,89.0408000000003
Кропивницький,2025,12,88.92160000000031
Куп’янськ,2025,1,92.04950000000035
Куп’янськ,2025,2,91.56730000000034
Куп’янськ,2025,3,23.70899999999986
Куп’янськ,2025,4,102.1103000000005
Куп’янськ,2025,5,106.06192000000019
Куп’янськ,2025,6,156.48223999999985
Куп’янськ,2025,7,130.56401999999997
Куп’янськ,2025,8,101.2900000000005
Куп’янськ,2025,9,83.76510000000009
Куп’янськ,2025,10,89.42580000000031
Куп’янськ,2025,11,92.02650000000037
Куп’янськ,2025,12,91.89420000000037
Лебедин,2025,1,0.4199999999999997
Лебедин,2025,2,0.6268
Лебедин,2025,3,0.0
Лебедин,2025,4,0.6848000000000029
Лебедин,2025,5,89.21662000000057
Лебедин,2025,6,126.43164000000026
Лебедин,2025,7,107.26122000000045
Лебедин,2025,8,9.406900000000043
Лебедин,2025,9,49.400900000000014
Лебедин,2025,10,8.630500000000005
Лебедин,2025,11,0.4199999999999997
Лебедин,2025,12,0.39359999999999973
Лозова,2025,1,98.91440000000036
Лозова,2025,2,98.72420000000038
Лозова,2025,3,28.941599999999962
Лозова,2025,4,106.32860000000048
Лозова,2025,5,75.8796400000001
Лозова,2025,6,124.91635999999984
Лозова,2025,7,99.40234000000001
Лозова,2025,8,105.88960000000043
Лозова,2025,9,68.83129999999996
Лозова,2025,10,97.92140000000036
Лозова,2025,11,99.22760000000038
Лозова,2025,12,98.90690000000036
Лубни,2025,1,96.52410000000042
Лубни,2025,2,96.3533000000004
Лубни,2025,3,27.0070000000002
Лубни,2025,4,112.0595000000005
Лубни,2025,5,88.14650000000016
Лубни,2025,6,128.65541999999985
Лубни,2025,7,107.42222000000002
Лубни,2025,8,111.37150000000048
Лубни,2025,9,84.2993
Лубни,2025,10,94.35540000000042
Лубни,2025,11,96.58470000000044
Лубни,2025,12,96.49820000000042
Луганськ,2025,1,89.00740000000036
Луганськ,2025,2,88.62140000000035
Луганськ,2025,3,30.353400000000146
Луганськ,2025,4,104.71840000000044
Луганськ,2025,5,102.72892000000006
Луганськ,2025,6,152.8050799999999
Луганськ,2025,7,127.48745999999984
Луганськ,2025,8,104.03070000000045
Луганськ,2025,9,85.9043000000001
Луганськ,2025,10,86.49690000000031
Луганськ,2025,11,88.98180000000035
Луганськ,2025,12,88.85370000000036
Луцьк,2025,1,98.61940000000033
Луцьк,2025,2,98.54710000000033
Луцьк,2025,3,36.114200000000004
Луцьк,2025,4,104.73290000000044
Луцьк,2025,5,86.73074000000031
Луцьк,2025,6,130.13143999999988
Луцьк,2025,7,107.62902000000011
Луцьк,2025,8,104.66450000000042
Луцьк,2025,9,91.79620000000025
Луцьк,2025,10,97.88990000000031
Луцьк,2025,11,98.93940000000035
Луцьк,2025,12,98.62080000000034
Львів,2025,1,96.98580000000032
Львів,2025,2,96.70630000000033
Львів,2025,3,25.889300000000034
Львів,2025,4,109.17110000000045
Львів,2025,5,89.74256000000017
Львів,2025,6,130.7104799999998
Львів,2025,7,108.91772
Львів,2025,8,108.95620000000041
Львів,2025,9,97.87159999999996
Львів,2025,10,96.17270000000035
Львів,2025,11,97.31280000000034
Львів,2025,12,97.02160000000032
Любашівка,2025,1,93.02500000000038
Любашівка,2025,2,92.77860000000038
Любашівка,2025,3,31.206500000000172
Любашівка,2025,4,110.03750000000042
Любашівка,2025,5,85.8797800000002
Любашівка,2025,6,145.70791999999977
Любашівка,2025,7,115.44614000000006
Любашівка,2025,8,109.04050000000043
Любашівка,2025,9,68.53010000000002
Любашівка,2025,10,90.37000000000035
Любашівка,2025,11,92.97410000000035
Любашівка,2025,12,92.88350000000037
Любешів,2025,1,5.509783333333332
Любешів,2025,2,5.540283333333332
Любешів,2025,3,0.0
Любешів,2025,4,5.2304499999999985
Любешів,2025,5,83.57480000000051
Любешів,2025,6,122.29960000000037
Любешів,2025,7,102.52452000000046
Любешів,2025,8,13.480549999999996
Любешів,2025,9,52.54669999999977
Любешів,2025,10,13.13418333333333
Любешів,2025,11,5.494883333333332
Любешів,2025,12,5.467583333333331
Маневичі,2025,1,0.0
Маневичі,2025,2,0.0
Маневичі,2025,3,0.016
Маневичі,2025,4,0.045900000000000066
Маневичі,2025,5,93.03962000000062
Маневичі,2025,6,129.19704000000038
Маневичі,2025,7,110.44772000000053
Маневичі,2025,8,8.898000000000014
Маневичі,2025,9,25.87959999999994
Маневичі,2025,10,8.252900000000007
Маневичі,2025,11,0.0
Маневичі,2025,12,0.0
Маріуполь,2025,1,73.90979999999982
Маріуполь,2025,2,74.00889999999983
Маріуполь,2025,3,26.745700000000028
Маріуполь,2025,4,84.10889999999999
Маріуполь,2025,5,45.01460000000003
Маріуполь,2025,6,102.77866999999956
Маріуполь,2025,7,72.9691699999998
Маріуполь,2025,8,83.96539999999999
Маріуполь,2025,9,43.16389999999996
Маріуполь,2025,10,72.74639999999981
Маріуполь,2025,11,74.76299999999982
Маріуполь,2025,12,74.67129999999982
Мелітополь,2025,1,19.37959999999992
Мелітополь,2025,2,19.496299999999916
Мелітополь,2025,3,20.439399999999935
Мелітополь,2025,4,25.742199999999926
Мелітополь,2025,5,39.695969999999875
Мелітополь,2025,6,56.158199999999944
Мелітополь,2025,7,57.28169999999988
Мелітополь,2025,8,29.46819999999986
Мелітополь,2025,9,52.10639999999976
Мелітополь,2025,10,22.73199999999984
Мелітополь,2025,11,21.08589999999987
Мелітополь,2025,12,20.738499999999885
Миколаїв,2025,1,87.88310000000025
Миколаїв,2025,2,87.85030000000026
Миколаїв,2025,3,38.855999999999845
Миколаїв,2025,4,98.73970000000044
Миколаїв,2025,5,58.615159999999904
Миколаїв,2025,6,129.06494999999947
Миколаїв,2025,7,93.28078999999981
Миколаїв,2025,8,97.63880000000044
Миколаїв,2025,9,47.25020000000009
Миколаїв,2025,10,85.46950000000024
Миколаїв,2025,11,87.78230000000026
Миколаїв,2025,12,87.73810000000027
Миронівка,2025,1,95.88040000000044
Миронівка,2025,2,95.67690000000042
Миронівка,2025,3,30.2115000000002
Миронівка,2025,4,111.14860000000044
Миронівка,2025,5,82.38100000000011
Миронівка,2025,6,125.5767599999997
Миронівка,2025,7,103.19633999999989
Миронівка,2025,8,110.48930000000045
Миронівка,2025,9,94.81960000000014
Миронівка,2025,10,93.77120000000043
Миронівка,2025,11,95.96410000000044
Миронівка,2025,12,95.81260000000043
Могилів-Подільський,2025,1,91.55120000000036
Могилів-Подільський,2025,2,91.08440000000036
Могилів-Подільський,2025,3,38.18569999999989
Могилів-Подільський,2025,4,103.37450000000054
Могилів-Подільський,2025,5,100.24085999999993
Могилів-Подільський,2025,6,151.56111999999962
Могилів-Подільський,2025,7,125.51881999999972
Могилів-Подільський,2025,8,102.35730000000054
Могилів-Подільський,2025,9,69.20869999999967
Могилів-Подільський,2025,10,88.67440000000032
Могилів-Подільський,2025,11,91.52690000000034
Могилів-Подільський,2025,12,91.42740000000036
Мостиська,2025,1,7.110433333333352
Мостиська,2025,2,7.1329333333333516
Мостиська,2025,3,1.8254333333333337
Мостиська,2025,4,6.889916666666688
Мостиська,2025,5,75.68412000000048
Мостиська,2025,6,120.30634000000035
Мостиська,2025,7,98.10864000000049
Мостиська,2025,8,15.00441666666661
Мостиська,2025,9,39.339099999999895
Мостиська,2025,10,14.55153333333329
Мостиська,2025,11,7.098800000000018
Мостиська,2025,12,7.075500000000019
Міжгір’я,2025,1,0.0
Міжгір’я,2025,2,0.0
Міжгір’я,2025,3,0.10700000000000003
Міжгір’я,2025,4,0.04530000000000006
Міжгір’я,2025,5,90.24458000000043
Міжгір’я,2025,6,128.73288000000008
Міжгір’я,2025,7,109.41140000000027
Міжгір’я,2025,8,8.994900000000014
Міжгір’я,2025,9,25.450699999999955
Міжгір’я,2025,10,8.334400000000008
Міжгір’я,2025,11,0.0
Міжгір’я,2025,12,0.0
Нижні Ворота,2025,1,0.1134
Нижні Ворота,2025,2,0.3117999999999999
Нижні Ворота,2025,3,0.06980000000000001
Нижні Ворота,2025,4,0.36010000000000086
Нижні Ворота,2025,5,88.96120000000052
Нижні Ворота,2025,6,126.17844000000022
Нижні Ворота,2025,7,107.01462000000039
Нижні Ворота,2025,8,9.166200000000027
Нижні Ворота,2025,9,53.73819999999973
Нижні Ворота,2025,10,8.443300000000004
Нижні Ворота,2025,11,0.1134
Нижні Ворота,2025,12,0.1134
Нижні Сірогози,2025,1,10.808100000000023
Нижні Сірогози,2025,2,10.85710000000002
Нижні Сірогози,2025,3,12.315800000000028
Нижні Сірогози,2025,4,12.949966666666707
Нижні Сірогози,2025,5,96.05900000000003
Нижні Сірогози,2025,6,148.66779999999991
Нижні Сірогози,2025,7,120.8304999999999
Нижні Сірогози,2025,8,22.77179999999999
Нижні Сірогози,2025,9,53.70779999999972
Нижні Сірогози,2025,10,19.562499999999993
Нижні Сірогози,2025,11,12.69480000000003
Нижні Сірогози,2025,12,12.455100000000028
Нижній Студений,2025,1,0.0
Нижній Студений,2025,2,0.0
Нижній Студений,2025,3,0.0348
Нижній Студений,2025,4,0.05370000000000008
Нижній Студений,2025,5,92.04626000000057
Нижній Студений,2025,6,128.18294000000031
Нижній Студений,2025,7,109.70472000000046
Нижній Студений,2025,8,9.002500000000019
Нижній Студений,2025,9,25.992499999999954
Нижній Студений,2025,10,8.306100000000006
Нижній Студений,2025,11,0.0
Нижній Студений,2025,12,0.0
Нова Каховка,2025,1,60.74519999999974
Нова Каховка,2025,2,60.76499999999974
Нова Каховка,2025,3,47.59600000000009
Нова Каховка,2025,4,78.48040000000002
Нова Каховка,2025,5,82.00260000000011
Нова Каховка,2025,6,144.70941999999994
Нова Каховка,2025,7,113.35346
Нова Каховка,2025,8,78.7641000000001
Нова Каховка,2025,9,67.8236
Нова Каховка,2025,10,59.10649999999976
Нова Каховка,2025,11,60.99979999999975
Нова Каховка,2025,12,60.95309999999974
Нова Ушиця,2025,1,98.5585000000004
Нова Ушиця,2025,2,98.30390000000037
Нова Ушиця,2025,3,34.93829999999989
Нова Ушиця,2025,4,105.39640000000064
Нова Ушиця,2025,5,89.9224000000002
Нова Ушиця,2025,6,130.9625799999999
Нова Ушиця,2025,7,109.33346000000006
Нова Ушиця,2025,8,105.38680000000063
Нова Ушиця,2025,9,92.9399000000001
Нова Ушиця,2025,10,98.02810000000039
Нова Ушиця,2025,11,98.86840000000042
Нова Ушиця,2025,12,98.55720000000039
Новодністровськ,2025,1,0.0
Новодністровськ,2025,2,0.019
Новодністровськ,2025,3,2.4498999999999995
Новодністровськ,2025,4,0.04930000000000003
Новодністровськ,2025,5,89.58392000000059
Новодністровськ,2025,6,126.90094000000029
Новодністровськ,2025,7,107.73052000000045
Новодністровськ,2025,8,8.92190000000001
Новодністровськ,2025,9,26.05579999999994
Новодністровськ,2025,10,8.226100000000008
Новодністровськ,2025,11,0.0
Новодністровськ,2025,12,0.0
Новомиргород,2025,1,95.3654000000003
Новомиргород,2025,2,95.05860000000028
Новомиргород,2025,3,46.791000000000096
Новомиргород,2025,4,101.82520000000048
Новомиргород,2025,5,96.40316000000024
Новомиргород,2025,6,135.96638000000002
Новомиргород,2025,7,115.15802000000015
Новомиргород,2025,8,101.58260000000044
Новомиргород,2025,9,93.09660000000027
Новомиргород,2025,10,94.6462000000003
Новомиргород,2025,11,95.72610000000032
Новомиргород,2025,12,95.39700000000029
Ніжин,2025,1,95.20850000000037
Ніжин,2025,2,94.90230000000037
Ніжин,2025,3,34.0986999999999
Ніжин,2025,4,102.87430000000062
Ніжин,2025,5,93.9330600000001
Ніжин,2025,6,133.28447999999983
Ніжин,2025,7,112.53702
Ніжин,2025,8,103.02720000000059
Ніжин,2025,9,89.64600000000004
Ніжин,2025,10,94.82000000000038
Ніжин,2025,11,95.52360000000039
Ніжин,2025,12,95.21240000000036
Нікополь,2025,1,6.690233333333344
Нікополь,2025,2,6.711933333333344
Нікополь,2025,3,0.47750000000000004
Нікополь,2025,4,6.456450000000014
Нікополь,2025,5,66.39722000000029
Нікополь,2025,6,111.80582000000004
Нікополь,2025,7,88.3532200000002
Нікополь,2025,8,14.528249999999975
Нікополь,2025,9,60.84950000000014
Нікополь,2025,10,13.950633333333318
Нікополь,2025,11,6.6954333333333445
Нікополь,2025,12,6.668133333333344
Овруч,2025,1,101.41570000000038
Овруч,2025,2,100.72200000000039
Овруч,2025,3,28.24349999999985
Овруч,2025,4,103.91610000000051
Овруч,2025,5,92.15656000000016
Овруч,2025,6,133.26335999999986
Овруч,2025,7,112.41724000000004
Овруч,2025,8,104.13950000000051
Овруч,2025,9,92.45450000000002
Овруч,2025,10,100.54050000000036
Овруч,2025,11,101.4545000000004
Овруч,2025,12,101.4272000000004
Одеса,2025,1,72.60409999999992
Одеса,2025,2,72.61249999999993
Одеса,2025,3,54.92130000000029
Одеса,2025,4,89.81360000000022
Одеса,2025,5,84.51234000000005
Одеса,2025,6,135.76915999999974
Одеса,2025,7,108.90869999999988
Одеса,2025,8,89.81120000000031
Одеса,2025,9,52.88010000000054
Одеса,2025,10,71.03199999999988
Одеса,2025,11,73.37489999999994
Одеса,2025,12,73.32989999999994
Олевськ,2025,1,90.26130000000029
Олевськ,2025,2,90.09920000000028
Олевськ,2025,3,29.989199999999954
Олевськ,2025,4,96.90100000000037
Олевськ,2025,5,95.65818000000026
Олевськ,2025,6,135.22314
Олевськ,2025,7,114.51198000000015
Олевськ,2025,8,96.87510000000036
Олевськ,2025,9,96.2523999999999
Олевськ,2025,10,89.67690000000027
Олевськ,2025,11,90.59100000000029
Олевськ,2025,12,90.26190000000028
Остер,2025,1,0.0
Остер,2025,2,0.0
Остер,2025,3,0.016
Остер,2025,4,0.04530000000000006
Остер,2025,5,89.74052000000061
Остер,2025,6,127.33974000000028
Остер,2025,7,108.13562000000047
Остер,2025,8,9.337400000000013
Остер,2025,9,27.823599999999953
Остер,2025,10,8.411400000000008
Остер,2025,11,0.0
Остер,2025,12,0.0
Очаків,2025,1,5.543833333333341
Очаків,2025,2,5.586333333333341
Очаків,2025,3,14.059099999999914
Очаків,2025,4,5.545666666666676
Очаків,2025,5,63.09080000000023
Очаків,2025,6,110.86287000000013
Очаків,2025,7,86.20257000000018
Очаків,2025,8,13.915266666666653
Очаків,2025,9,31.470133333333226
Очаків,2025,10,13.082033333333326
Очаків,2025,11,5.4707333333333406
Очаків,2025,12,5.44343333333334
Павлоград,2025,1,0.0205
Павлоград,2025,2,0.0205
Павлоград,2025,3,1.7555666666666672
Павлоград,2025,4,0.09789999999999974
Павлоград,2025,5,91.04692000000063
Павлоград,2025,6,127.69604000000037
Павлоград,2025,7,108.73162000000052
Павлоград,2025,8,8.933800000000028
Павлоград,2025,9,47.65246666666668
Павлоград,2025,10,8.230900000000007
Павлоград,2025,11,0.0205
Павлоград,2025,12,0.0205
Первомайськ,2025,1,11.39983333333335
Первомайськ,2025,2,11.48203333333335
Первомайськ,2025,3,0.1311
Первомайськ,2025,4,11.373350000000016
Первомайськ,2025,5,68.13116000000025
Первомайськ,2025,6,113.52675999999992
Первомайськ,2025,7,90.2306600000001
Первомайськ,2025,8,19.958949999999938
Первомайськ,2025,9,55.08449999999972
Первомайськ,2025,10,19.082233333333285
Первомайськ,2025,11,11.492533333333348
Первомайськ,2025,12,11.465233333333348
Плай,2025,1,0.0
Плай,2025,2,0.0
Плай,2025,3,0.0087
Плай,2025,4,0.04680000000000007
Плай,2025,5,67.14758000000018
Плай,2025,6,111.54696999999996
Плай,2025,7,88.5953500000001
Плай,2025,8,9.146300000000018
Плай,2025,9,24.640599999999953
Плай,2025,10,8.274600000000008
Плай,2025,11,0.0
Плай,2025,12,0.0
Пожижевська,2025,1,0.17799999999999996
Пожижевська,2025,2,0.09390000000000001
Пожижевська,2025,3,0.13660000000000003
Пожижевська,2025,4,0.1130999999999999
Пожижевська,2025,5,66.71068000000027
Пожижевська,2025,6,108.73897000000001
Пожижевська,2025,7,86.48015000000011
Пожижевська,2025,8,8.959800000000016
Пожижевська,2025,9,23.331099999999964
Пожижевська,2025,10,8.368500000000008
Пожижевська,2025,11,0.112
Пожижевська,2025,12,0.112
Покошичі,2025,1,0.0
Покошичі,2025,2,0.0
Покошичі,2025,3,3.058499999999999
Покошичі,2025,4,0.03030000000000003
Покошичі,2025,5,89.76302000000061
Покошичі,2025,6,127.37414000000028
Покошичі,2025,7,108.13562000000047
Покошичі,2025,8,9.26130000000001
Покошичі,2025,9,27.343899999999948
Покошичі,2025,10,8.411400000000008
Покошичі,2025,11,0.0
Покошичі,2025,12,0.0
Покровськ,2025,1,14.48010000000009
Покровськ,2025,2,14.501800000000092
Покровськ,2025,3,1.2865
Покровськ,2025,4,15.120000000000092
Покровськ,2025,5,85.49240000000049
Покровськ,2025,6,124.34328000000029
Покровськ,2025,7,104.40496000000043
Покровськ,2025,8,22.646299999999943
Покровськ,2025,9,49.43559999999973
Покровськ,2025,10,21.36170000000002
Покровськ,2025,11,14.45840000000009
Покровськ,2025,12,14.45840000000009
Полтава,2025,1,95.19100000000034
Полтава,2025,2,95.02110000000036
Полтава,2025,3,25.65630000000004
Полтава,2025,4,108.31420000000044
Полтава,2025,5,62.99168000000012
Полтава,2025,6,117.47713999999979
Полтава,2025,7,87.86234000000003
Полтава,2025,8,107.56340000000041
Полтава,2025,9,76.77909999999993
Полтава,2025,10,92.82180000000032
Полтава,2025,11,95.19980000000037
Полтава,2025,12,95.12260000000036
Помічна,2025,1,7.817233333333347
Помічна,2025,2,7.838933333333346
Помічна,2025,3,0.0
Помічна,2025,4,7.521416666666682
Помічна,2025,5,66.29034000000027
Помічна,2025,6,111.81864000000009
Помічна,2025,7,88.2683400000002
Помічна,2025,8,15.89951666666664
Помічна,2025,9,45.68249999999995
Помічна,2025,10,15.152433333333311
Помічна,2025,11,7.818733333333347
Помічна,2025,12,7.791433333333346
Прилуки,2025,1,96.39780000000032
Прилуки,2025,2,96.10100000000031
Прилуки,2025,3,25.419599999999903
Прилуки,2025,4,101.92600000000046
Прилуки,2025,5,94.45200000000017
Прилуки,2025,6,134.18661999999992
Прилуки,2025,7,113.08126000000009
Прилуки,2025,8,101.72880000000046
Прилуки,2025,9,88.63790000000013
Прилуки,2025,10,95.79520000000032
Прилуки,2025,11,96.76170000000033
Прилуки,2025,12,96.45050000000032
Пришиб,2025,1,83.76940000000018
Пришиб,2025,2,83.65070000000014
Пришиб,2025,3,27.339399999999976
Пришиб,2025,4,95.22150000000022
Пришиб,2025,5,78.83580000000016
Пришиб,2025,6,139.87025999999977
Пришиб,2025,7,109.12982000000004
Пришиб,2025,8,94.6925000000003
Пришиб,2025,9,67.88919999999997
Пришиб,2025,10,81.54660000000017
Пришиб,2025,11,83.61160000000017
Пришиб,2025,12,83.51310000000016
Рава Руська,2025,1,95.18880000000028
Рава Руська,2025,2,94.88130000000025
Рава Руська,2025,3,36.000999999999955
Рава Руська,2025,4,101.8847000000004
Рава Руська,2025,5,88.17804000000018
Рава Руська,2025,6,130.4015599999998
Рава Руська,2025,7,108.1297
Рава Руська,2025,8,101.85750000000039
Рава Руська,2025,9,94.95610000000015
Рава Руська,2025,10,94.39810000000028
Рава Руська,2025,11,95.5101000000003
Рава Руська,2025,12,95.18340000000028
Рахів,2025,1,98.89350000000036
Рахів,2025,2,98.49030000000035
Рахів,2025,3,32.14769999999981
Рахів,2025,4,106.32450000000053
Рахів,2025,5,92.03400000000006
Рахів,2025,6,134.1281999999999
Рахів,2025,7,112.57385999999998
Рахів,2025,8,105.9633000000005
Рахів,2025,9,79.16709999999996
Рахів,2025,10,97.53150000000036
Рахів,2025,11,99.13080000000039
Рахів,2025,12,98.87480000000038
Роздільна,2025,1,11.463199999999997
Роздільна,2025,2,11.564099999999998
Роздільна,2025,3,0.0745
Роздільна,2025,4,11.463883333333333
Роздільна,2025,5,63.97914000000034
Роздільна,2025,6,111.65404000000008
Роздільна,2025,7,86.72984000000021
Роздільна,2025,8,20.35578333333326
Роздільна,2025,9,52.71649999999978
Роздільна,2025,10,19.232599999999945
Роздільна,2025,11,11.624799999999997
Роздільна,2025,12,11.575799999999997
Ромни,2025,1,100.09530000000036
Ромни,2025,2,99.67920000000035
Ромни,2025,3,26.068899999999925
Ромни,2025,4,107.0253000000005
Ромни,2025,5,89.53866000000019
Ромни,2025,6,130.93901999999983
Ромни,2025,7,109.44334000000002
Ромни,2025,8,106.7306000000005
Ромни,2025,9,87.44470000000027
Ромни,2025,10,99.05550000000035
Ромни,2025,11,100.29520000000038
Ромни,2025,12,100.04770000000038
Рівне,2025,1,93.56500000000031
Рівне,2025,2,93.50220000000031
Рівне,2025,3,28.442700000000066
Рівне,2025,4,102.35900000000039
Рівне,2025,5,64.90297999999991
Рівне,2025,6,114.44276999999957
Рівне,2025,7,88.42140999999975
Рівне,2025,8,102.05450000000039
Рівне,2025,9,88.91400000000013
Рівне,2025,10,92.80630000000033
Рівне,2025,11,93.85190000000031
Рівне,2025,12,93.56320000000031
Сарата,2025,1,23.969099999999944
Сарата,2025,2,24.051299999999944
Сарата,2025,3,13.518400000000096
Сарата,2025,4,22.258283333333303
